season,round,position,position_text,classification,status,points,grid,laps,fastest_lap_rank,fastest_lap_number,fastest_lap_time,fastest_lap_speed
2022,19,18,R,retired,Collision,0,5,21,17,3,1:43.080,192.537
2022,19,19,R,retired,Spun off,0,7,16,18,4,1:43.391,191.958
2022,19,20,R,retired,Collision damage,0,1,1,,,,
2022,20,1,1,classified,Finished,25,1,71,4,36,1:22.046,188.850
2022,20,2,2,classified,Finished,18,3,71,5,32,1:22.062,188.813
2022,20,3,3,classified,Finished,15,4,71,2,30,1:21.775,189.476
2022,20,4,4,classified,Finished,13,2,71,1,71,1:20.153,193.310
2022,20,5,5,classified,Finished,10,5,71,6,32,1:22.199,188.498
2022,20,6,6,classified,Finished,8,7,71,10,48,1:22.603,187.576
2022,20,7,7,classified,+1 Lap,6,11,70,3,48,1:22.022,188.905
2022,20,8,8,classified,+1 Lap,4,10,70,14,48,1:23.279,186.054
2022,20,9,9,classified,+1 Lap,2,8,70,17,48,1:23.402,185.779
2022,20,10,10,classified,+1 Lap,1,6,70,16,43,1:23.363,185.866
2022,20,11,11,classified,+1 Lap,0,14,70,8,42,1:22.277,188.319
2022,20,12,12,classified,+1 Lap,0,17,70,12,48,1:22.914,186.873
2022,20,13,13,classified,+1 Lap,0,12,70,7,47,1:22.260,188.358
2022,20,14,14,classified,+1 Lap,0,16,70,13,45,1:23.086,186.486
2022,20,15,15,classified,+1 Lap,0,20,70,9,42,1:22.463,187.895
2022,20,16,16,classified,+1 Lap,0,15,70,19,30,1:23.641,185.248
2022,20,17,17,classified,+1 Lap,0,19,70,15,49,1:23.300,186.007
2022,20,18,18,classified,+2 Laps,0,18,69,20,56,1:23.709,185.098
2022,20,19,19,classified,Engine,0,9,63,11,48,1:22.866,186.981
2022,20,20,R,retired,Collision damage,0,13,50,18,48,1:23.403,185.777
2022,21,1,1,classified,Finished,26,1,71,1,61,1:13.785,210.237
2022,21,2,2,classified,Finished,18,2,71,2,63,1:13.942,209.791
2022,21,3,3,classified,Finished,15,7,71,3,65,1:13.953,209.760
2022,21,4,4,classified,Finished,12,5,71,6,63,1:14.253,208.912
2022,21,5,5,classified,Finished,10,17,71,4,62,1:14.164,209.163
2022,21,6,6,classified,Finished,8,3,71,5,64,1:14.195,209.076
2022,21,7,7,classified,Finished,6,4,71,7,62,1:14.283,208.828
2022,21,8,8,classified,Finished,4,16,71,9,65,1:15.093,206.575
2022,21,9,9,classified,Finished,2,14,71,14,62,1:15.511,205.432
2022,21,10,10,classified,Finished,1,15,71,8,50,1:14.831,207.299
2022,21,11,11,classified,Finished,0,9,71,15,64,1:15.549,205.328
2022,21,12,12,classified,Finished,0,13,71,17,64,1:15.802,204.643
2022,21,13,13,classified,Finished,0,12,71,10,63,1:15.251,206.142
2022,21,14,14,classified,Finished,0,10,71,12,64,1:15.327,205.934
2022,21,15,15,classified,Finished,0,19,71,16,49,1:15.613,205.155
2022,21,16,16,classified,Finished,0,18,71,11,59,1:15.327,205.934
2022,21,17,17,classified,+1 Lap,0,0,70,13,63,1:15.508,205.440
2022,21,18,R,retired,Gearbox,0,6,50,18,48,1:15.855,204.500
2022,21,19,R,retired,Collision,0,8,0,,,,
2022,21,20,R,retired,Collision,0,11,0,,,,
2022,22,1,1,classified,Finished,25,1,58,6,54,1:29.392,212.676
2022,22,2,2,classified,Finished,18,3,58,10,48,1:29.719,211.901
2022,22,3,3,classified,Finished,15,2,58,4,52,1:28.972,213.680
2022,22,4,4,classified,Finished,12,4,58,3,50,1:28.879,213.904
2022,22,5,5,classified,Finished,10,6,58,2,48,1:28.836,214.007
2022,22,6,6,classified,Finished,9,7,58,1,44,1:28.391,215.085
2022,22,7,7,classified,Finished,6,8,58,5,45,1:29.333,212.817
2022,22,8,8,classified,Finished,4,14,58,9,42,1:29.620,212.135
2022,22,9,9,classified,Finished,2,13,58,18,45,1:30.785,209.413
2022,22,10,10,classified,Finished,1,9,58,15,35,1:30.312,210.510
2022,22,11,11,classified,Finished,0,11,58,7,40,1:29.489,212.446
2022,22,12,12,classified,+1 Lap,0,15,57,8,53,1:29.600,212.183
2022,22,13,13,classified,+1 Lap,0,19,57,13,40,1:29.939,211.383
2022,22,14,14,classified,+1 Lap,0,17,57,19,16,1:31.081,208.732
2022,22,15,15,classified,+1 Lap,0,18,57,16,47,1:30.352,210.417
2022,22,16,16,classified,+1 Lap,0,12,57,12,39,1:29.833,211.632
2022,22,17,17,classified,+1 Lap,0,16,57,20,40,1:31.158,208.556
2022,22,18,18,classified,Hydraulics,0,5,55,11,42,1:29.788,211.738
2022,22,19,19,classified,Collision damage,0,20,55,14,45,1:30.309,210.517
2022,22,20,R,retired,Water leak,0,10,27,17,24,1:30.579,209.889
2023,1,1,1,classified,Finished,25,1,57,6,44,1:36.236,202.452
2023,1,2,2,classified,Finished,18,2,57,7,37,1:36.344,202.225
2023,1,3,3,classified,Finished,15,5,57,5,36,1:36.156,202.620
2023,1,4,4,classified,Finished,12,4,57,14,37,1:37.130,200.588
2023,1,5,5,classified,Finished,10,7,57,10,36,1:36.546,201.802
2023,1,6,6,classified,Finished,8,8,57,9,32,1:36.546,201.802
2023,1,7,7,classified,Finished,6,6,57,17,33,1:37.221,200.401
2023,1,8,8,classified,Finished,4,12,57,18,31,1:37.379,200.075
2023,1,9,9,classified,Finished,2,20,57,2,42,1:35.068,204.939
2023,1,10,10,classified,Finished,1,15,57,15,43,1:37.144,200.559
2023,1,11,11,classified,Finished,0,14,57,12,42,1:36.637,201.612
2023,1,12,12,classified,Lapped,0,16,56,4,42,1:36.037,202.871
2023,1,13,13,classified,Lapped,0,17,56,8,42,1:36.471,201.959
2023,1,14,14,classified,Lapped,0,19,56,19,30,1:37.709,199.400
2023,1,15,15,classified,Lapped,0,10,56,11,42,1:36.616,201.656
2023,1,16,16,classified,Lapped,0,13,56,1,56,1:33.996,207.276
2023,1,17,17,classified,Lapped,0,11,55,3,51,1:35.822,203.327
2023,1,18,R,retired,Retired,0,9,41,13,34,1:36.797,201.278
2023,1,19,R,retired,Retired,0,3,39,16,37,1:37.170,200.506
2023,1,20,R,retired,Retired,0,18,13,20,3,1:40.691,193.494
2023,2,1,1,classified,Finished,25,1,50,2,38,1:32.188,241.098
2023,2,2,2,classified,Finished,19,15,50,1,50,1:31.906,241.838
2023,2,3,3,classified,Finished,15,2,50,3,50,1:32.240,240.962
2023,2,4,4,classified,Finished,12,3,50,4,50,1:32.433,240.459
2023,2,5,5,classified,Finished,10,7,50,6,47,1:32.941,239.145
2023,2,6,6,classified,Finished,8,4,50,5,50,1:32.822,239.451
2023,2,7,7,classified,Finished,6,12,50,7,47,1:33.056,238.849
2023,2,8,8,classified,Finished,4,6,50,8,49,1:33.222,238.424
2023,2,9,9,classified,Finished,2,9,50,10,50,1:33.392,237.990
2023,2,10,10,classified,Finished,1,13,50,9,44,1:33.374,238.036
2023,2,11,11,classified,Finished,0,16,50,14,50,1:33.931,236.624
2023,2,12,12,classified,Finished,0,10,50,12,50,1:33.780,237.005
2023,2,13,13,classified,Finished,0,11,50,13,49,1:33.894,236.718
2023,2,14,14,classified,Finished,0,18,50,11,49,1:33.609,237.438
2023,2,15,15,classified,Finished,0,8,50,16,48,1:34.287,235.731
2023,2,16,16,classified,Finished,0,20,50,18,49,1:34.469,235.277
2023,2,17,17,classified,Finished,0,19,50,15,49,1:34.122,236.144
2023,2,18,18,classified,Lapped,0,14,49,17,37,1:34.384,235.489
2023,2,19,R,retired,Retired,0,17,27,20,24,1:35.567,232.574
2023,2,20,R,retired,Retired,0,5,16,19,7,1:35.140,233.617
2023,3,1,1,classified,Finished,25,1,58,2,49,1:20.342,236.498
2023,3,2,2,classified,Finished,18,3,58,5,49,1:20.613,235.703
2023,3,3,3,classified,Finished,15,4,58,4,53,1:20.476,236.105
2023,3,4,4,classified,Finished,12,6,58,6,50,1:20.934,234.769
2023,3,5,5,classified,Finished,11,20,58,1,53,1:20.235,236.814
2023,3,6,6,classified,Finished,8,13,58,9,46,1:21.173,234.077
2023,3,7,7,classified,Finished,6,10,58,8,46,1:21.124,234.219
2023,3,8,8,classified,Finished,4,16,58,12,53,1:21.335,233.611
2023,3,9,9,classified,Finished,2,17,58,16,48,1:21.819,232.229
2023,3,10,10,classified,Finished,1,12,58,15,52,1:21.789,232.314
2023,3,11,11,classified,Finished,0,19,58,17,46,1:22.233,231.060
2023,3,12,12,classified,Finished,0,5,58,3,53,1:20.467,236.131
2023,3,13,13,classified,Retired,0,9,56,7,47,1:20.995,234.592
2023,3,14,14,classified,Retired,0,11,56,11,44,1:21.203,233.991
2023,3,15,15,classified,Retired,0,15,56,10,50,1:21.183,234.049
2023,3,16,16,classified,Retired,0,18,56,13,50,1:21.456,233.264
2023,3,17,17,classified,Retired,0,14,52,14,52,1:21.685,232.610
2023,3,18,R,retired,Retired,0,2,17,18,16,1:22.680,229.811
2023,3,19,R,retired,Retired,0,8,6,19,6,1:23.349,227.966
2023,3,20,R,retired,Retired,0,7,0,,,,
2023,4,1,1,classified,Finished,25,3,51,5,50,1:44.589,206.625
2023,4,2,2,classified,Finished,18,2,51,2,51,1:44.232,207.333
2023,4,3,3,classified,Finished,15,1,51,4,49,1:44.561,206.681
2023,4,4,4,classified,Finished,12,6,51,3,49,1:44.241,207.315
2023,4,5,5,classified,Finished,10,4,51,6,48,1:45.175,205.474
2023,4,6,6,classified,Finished,8,5,51,7,48,1:45.346,205.141
2023,4,7,7,classified,Finished,6,9,51,9,45,1:45.627,204.595
2023,4,8,8,classified,Finished,5,11,51,1,51,1:43.370,209.062
2023,4,9,9,classified,Finished,2,7,51,12,49,1:45.738,204.380
2023,4,10,10,classified,Finished,1,8,51,11,51,1:45.727,204.401
2023,4,11,11,classified,Finished,0,10,51,10,51,1:45.631,204.587
2023,4,12,12,classified,Finished,0,12,51,15,51,1:45.925,204.019
2023,4,13,13,classified,Finished,0,16,51,13,51,1:45.850,204.164
2023,4,14,14,classified,Finished,0,17,51,8,47,1:45.540,204.764
2023,4,15,15,classified,Finished,0,19,51,14,49,1:45.908,204.052
2023,4,16,16,classified,Finished,0,14,51,17,49,1:46.501,202.916
2023,4,17,17,classified,Lapped,0,20,50,18,34,1:46.731,202.479
2023,4,18,18,classified,Lapped,0,13,50,16,36,1:46.304,203.292
2023,4,19,R,retired,Retired,0,15,36,19,31,1:47.553,200.931
2023,4,20,R,retired,Retired,0,18,9,20,4,1:48.781,198.663
2023,5,1,1,classified,Finished,26,9,57,1,56,1:29.708,217.184
2023,5,2,2,classified,Finished,18,1,57,3,57,1:30.560,215.141
2023,5,3,3,classified,Finished,15,2,57,2,57,1:30.519,215.238
2023,5,4,4,classified,Finished,12,6,57,7,57,1:31.015,214.065
2023,5,5,5,classified,Finished,10,3,57,10,55,1:31.362,213.252
2023,5,6,6,classified,Finished,8,13,57,4,57,1:30.669,214.882
2023,5,7,7,classified,Finished,6,7,57,11,57,1:31.434,213.084
2023,5,8,8,classified,Finished,4,5,57,17,55,1:31.971,211.840
2023,5,9,9,classified,Finished,2,8,57,9,56,1:31.143,213.765
2023,5,10,10,classified,Finished,1,4,57,13,53,1:31.691,212.487
2023,5,11,11,classified,Finished,0,17,57,8,56,1:31.038,214.011
2023,5,12,12,classified,Finished,0,18,57,5,44,1:30.862,214.426
2023,5,13,13,classified,Finished,0,10,57,15,56,1:31.838,212.147
2023,5,14,14,classified,Finished,0,11,57,16,55,1:31.852,212.115
2023,5,15,15,classified,Finished,0,12,57,6,36,1:30.901,214.334
2023,5,16,16,classified,Finished,0,14,57,14,56,1:31.736,212.383
2023,5,17,17,classified,Finished,0,16,57,20,47,1:32.401,210.854
2023,5,18,18,classified,Finished,0,15,57,12,57,1:31.562,212.786
2023,5,19,19,classified,Lapped,0,19,56,18,56,1:32.006,211.760
2023,5,20,20,classified,Lapped,0,20,56,19,50,1:32.384,210.893
2023,6,1,1,classified,Finished,25,1,78,7,23,1:16.604,156.822
2023,6,2,2,classified,Finished,18,2,78,9,43,1:16.674,156.678
2023,6,3,3,classified,Finished,15,3,78,6,41,1:16.528,156.977
2023,6,4,4,classified,Finished,13,5,78,1,33,1:15.650,158.799
2023,6,5,5,classified,Finished,10,8,78,10,48,1:16.798,156.425
2023,6,6,6,classified,Finished,8,6,78,2,46,1:15.773,158.541
2023,6,7,7,classified,Finished,6,7,78,3,49,1:15.831,158.420
2023,6,8,8,classified,Finished,4,4,78,5,43,1:16.449,157.140
2023,6,9,9,classified,Lapped,2,10,77,19,46,1:17.844,154.324
2023,6,10,10,classified,Lapped,1,11,77,14,47,1:17.513,154.983
2023,6,11,11,classified,Lapped,0,15,77,18,19,1:17.824,154.363
2023,6,12,12,classified,Lapped,0,12,77,15,43,1:17.561,154.887
2023,6,13,13,classified,Lapped,0,19,77,11,5,1:16.926,156.165
2023,6,14,14,classified,Lapped,0,13,77,8,24,1:16.672,156.683
2023,6,15,15,classified,Lapped,0,9,76,16,36,1:17.680,154.649
2023,6,16,16,classified,Lapped,0,20,76,4,5,1:16.269,157.510
2023,6,17,17,classified,Lapped,0,18,76,12,6,1:16.991,156.033
2023,6,18,18,classified,Lapped,0,16,76,13,32,1:17.302,155.406
2023,6,19,19,classified,Retired,0,17,70,20,41,1:18.351,153.325
2023,6,20,R,retired,Retired,0,14,53,17,18,1:17.769,154.472
2023,7,1,1,classified,Finished,26,1,66,1,61,1:16.330,219.641
2023,7,2,2,classified,Finished,18,4,66,3,62,1:16.676,218.649
2023,7,3,3,classified,Finished,15,12,66,5,48,1:17.875,215.283
2023,7,4,4,classified,Finished,12,11,66,2,52,1:16.666,218.678
2023,7,5,5,classified,Finished,10,2,66,11,60,1:18.403,213.833
2023,7,6,6,classified,Finished,8,5,66,14,56,1:18.722,212.967
2023,7,7,7,classified,Finished,6,8,66,7,49,1:18.083,214.709
2023,7,8,8,classified,Finished,4,6,66,18,54,1:18.946,212.362
2023,7,9,9,classified,Finished,2,13,66,15,38,1:18.753,212.883
2023,7,10,10,classified,Finished,1,10,66,10,41,1:18.375,213.910
2023,7,11,11,classified,Finished,0,19,66,9,52,1:18.357,213.959
2023,7,12,12,classified,Finished,0,15,66,17,59,1:18.904,212.475
2023,7,13,13,classified,Lapped,0,9,65,13,41,1:18.679,213.083
2023,7,14,14,classified,Lapped,0,14,65,12,41,1:18.594,213.313
2023,7,15,15,classified,Lapped,0,7,65,16,53,1:18.776,212.821
2023,7,16,16,classified,Lapped,0,18,65,19,59,1:19.133,211.861
2023,7,17,17,classified,Lapped,0,3,65,4,55,1:17.182,217.216
2023,7,18,18,classified,Lapped,0,17,65,6,44,1:18.069,214.748
2023,7,19,19,classified,Lapped,0,16,65,8,50,1:18.242,214.273
2023,7,20,20,classified,Lapped,0,20,65,20,41,1:19.247,211.556
2023,8,1,1,classified,Finished,25,1,70,3,68,1:15.594,207.683
2023,8,2,2,classified,Finished,18,2,70,4,62,1:15.779,207.176
2023,8,3,3,classified,Finished,15,3,70,2,47,1:15.396,208.228
2023,8,4,4,classified,Finished,12,10,70,5,47,1:15.907,206.826
2023,8,5,5,classified,Finished,10,11,70,6,47,1:15.911,206.815
2023,8,6,6,classified,Finished,9,12,70,1,70,1:14.481,210.786
2023,8,7,7,classified,Finished,6,9,70,16,68,1:16.917,204.110
2023,8,8,8,classified,Finished,4,6,70,15,63,1:16.782,204.469
2023,8,9,9,classified,Finished,2,16,70,10,58,1:16.564,205.051
2023,8,10,10,classified,Finished,1,14,70,12,52,1:16.625,204.888
2023,8,11,11,classified,Finished,0,8,70,11,59,1:16.598,204.960
2023,8,12,12,classified,Finished,0,15,70,9,67,1:16.425,205.424
2023,8,13,13,classified,Finished,0,7,70,8,65,1:16.374,205.562
2023,8,14,14,classified,Finished,0,19,70,14,68,1:16.666,204.779
2023,8,15,15,classified,Lapped,0,5,69,19,37,1:17.232,203.278
2023,8,16,16,classified,Lapped,0,20,69,17,58,1:17.090,203.652
2023,8,17,17,classified,Lapped,0,13,69,7,55,1:16.126,206.231
2023,8,18,18,classified,Lapped,0,17,69,13,52,1:16.656,204.805
2023,8,19,R,retired,Retired,0,4,53,18,44,1:17.097,203.634
2023,8,20,R,retired,Retired,0,18,6,20,4,1:18.437,200.155
2023,9,1,1,classified,Finished,26,1,71,1,71,1:07.012,231.970
2023,9,2,2,classified,Finished,18,2,71,5,51,1:08.820,225.876
2023,9,3,3,classified,Finished,15,15,71,2,52,1:08.111,228.227
2023,9,4,4,classified,Finished,12,4,71,4,48,1:08.739,226.142
2023,9,5,5,classified,Finished,10,7,71,8,54,1:09.108,224.934
2023,9,6,6,classified,Finished,8,3,71,6,50,1:08.880,225.679
2023,9,7,7,classified,Finished,6,11,71,10,49,1:09.283,224.366
2023,9,8,8,classified,Finished,4,5,71,9,48,1:09.160,224.765
2023,9,9,9,classified,Finished,2,6,71,3,57,1:08.463,227.054
2023,9,10,10,classified,Finished,1,9,71,7,48,1:09.046,225.136
2023,9,11,11,classified,Finished,0,10,71,11,53,1:09.560,223.473
2023,9,12,12,classified,Lapped,0,17,70,14,46,1:09.786,222.749
2023,9,13,13,classified,Lapped,0,18,70,12,45,1:09.611,223.309
2023,9,14,14,classified,Lapped,0,12,70,15,50,1:09.797,222.714
2023,9,15,15,classified,Lapped,0,14,70,18,49,1:09.940,222.259
2023,9,16,16,classified,Lapped,0,13,70,17,46,1:09.862,222.507
2023,9,17,17,classified,Lapped,0,20,70,16,46,1:09.852,222.539
2023,9,18,18,classified,Lapped,0,19,70,19,37,1:10.176,221.511
2023,9,19,19,classified,Lapped,0,16,70,13,45,1:09.620,223.280
2023,9,20,R,retired,Retired,0,8,12,20,7,1:11.066,218.737
2023,10,1,1,classified,Finished,26,1,52,1,42,1:30.275,234.922
2023,10,2,2,classified,Finished,18,2,52,2,43,1:30.543,234.226
2023,10,3,3,classified,Finished,15,7,52,3,43,1:30.545,234.221
2023,10,4,4,classified,Finished,12,3,52,4,41,1:30.850,233.435
2023,10,5,5,classified,Finished,10,6,52,6,41,1:31.124,232.733
2023,10,6,6,classified,Finished,8,15,52,5,51,1:30.914,233.271
2023,10,7,7,classified,Finished,6,9,52,9,48,1:31.338,232.188
2023,10,8,8,classified,Finished,4,8,52,8,41,1:31.273,232.353
2023,10,9,9,classified,Finished,2,4,52,7,48,1:31.255,232.399
2023,10,10,10,classified,Finished,1,5,52,10,51,1:31.366,232.116
2023,10,11,11,classified,Finished,0,14,52,13,42,1:31.699,231.274
2023,10,12,12,classified,Finished,0,20,52,16,52,1:31.852,230.888
2023,10,13,13,classified,Finished,0,11,52,15,52,1:31.776,231.080
2023,10,14,14,classified,Finished,0,12,52,11,42,1:31.508,231.756
2023,10,15,15,classified,Finished,0,17,52,14,48,1:31.769,231.097
2023,10,16,16,classified,Finished,0,16,52,17,48,1:32.084,230.307
2023,10,17,17,classified,Finished,0,18,52,18,48,1:32.353,229.636
2023,10,18,18,classified,Retired,0,10,46,12,42,1:31.539,231.678
2023,10,19,R,retired,Retired,0,19,31,19,29,1:33.356,227.169
2023,10,20,R,retired,Retired,0,13,9,20,4,1:33.941,225.754
2023,11,1,1,classified,Finished,26,2,70,1,53,1:20.504,195.910
2023,11,2,2,classified,Finished,18,3,70,4,50,1:22.178,191.919
2023,11,3,3,classified,Finished,15,9,70,5,53,1:22.295,191.647
2023,11,4,4,classified,Finished,12,1,70,2,54,1:21.601,193.277
2023,11,5,5,classified,Finished,10,4,70,8,45,1:22.736,190.625
2023,11,6,6,classified,Finished,8,18,70,3,48,1:22.158,191.966
2023,11,7,7,classified,Finished,6,6,70,6,50,1:22.469,191.242
2023,11,8,8,classified,Finished,4,11,70,7,54,1:22.584,190.976
2023,11,9,9,classified,Finished,2,8,70,9,51,1:22.745,190.604
2023,11,10,10,classified,Lapped,1,14,69,11,54,1:23.425,189.051
2023,11,11,11,classified,Lapped,0,16,69,18,54,1:24.051,187.643
2023,11,12,12,classified,Lapped,0,7,69,14,42,1:23.651,188.540
2023,11,13,13,classified,Lapped,0,13,69,17,67,1:23.934,187.904
2023,11,14,14,classified,Lapped,0,10,69,13,42,1:23.573,188.716
2023,11,15,15,classified,Lapped,0,17,69,10,68,1:23.269,189.405
2023,11,16,16,classified,Lapped,0,5,69,15,12,1:23.743,188.333
2023,11,17,17,classified,Lapped,0,19,69,16,54,1:23.864,188.061
2023,11,18,18,classified,Retired,0,20,67,12,36,1:23.496,188.890
2023,11,19,R,retired,Retired,0,12,2,,,,
2023,11,20,R,retired,Retired,0,15,1,,,,
2023,12,1,1,classified,Finished,25,6,44,2,32,1:48.922,231.490
2023,12,2,2,classified,Finished,18,2,44,6,31,1:50.308,228.581
2023,12,3,3,classified,Finished,15,1,44,7,30,1:50.436,228.316
2023,12,4,4,classified,Finished,13,3,44,1,44,1:47.305,234.978
2023,12,5,5,classified,Finished,10,9,44,13,42,1:50.938,227.283
2023,12,6,6,classified,Finished,8,8,44,11,25,1:50.603,227.972
2023,12,7,7,classified,Finished,6,7,44,18,26,1:51.682,225.769
2023,12,8,8,classified,Finished,4,14,44,8,27,1:50.439,228.310
2023,12,9,9,classified,Finished,2,10,44,16,26,1:51.297,226.550
2023,12,10,10,classified,Finished,1,11,44,17,26,1:51.394,226.353
2023,12,11,11,classified,Finished,0,12,44,12,25,1:50.911,227.339
2023,12,12,12,classified,Finished,0,13,44,10,26,1:50.515,228.153
2023,12,13,13,classified,Finished,0,17,44,5,27,1:50.188,228.830
2023,12,14,14,classified,Finished,0,15,44,3,35,1:49.841,229.553
2023,12,15,15,classified,Finished,0,16,44,14,27,1:50.993,227.171
2023,12,16,16,classified,Finished,0,19,44,15,25,1:50.994,227.169
2023,12,17,17,classified,Finished,0,18,44,9,37,1:50.486,228.213
2023,12,18,18,classified,Finished,0,20,44,4,26,1:49.907,229.415
2023,12,19,R,retired,Retired,0,4,23,19,9,1:53.138,222.864
2023,12,20,R,retired,Retired,0,5,0,,,,
2023,13,1,1,classified,Finished,25,1,72,2,58,1:13.889,207.505
2023,13,2,2,classified,Finished,19,5,72,1,56,1:13.837,207.651
2023,13,3,3,classified,Finished,15,12,72,7,55,1:14.441,205.967
2023,13,4,4,classified,Finished,12,7,72,4,59,1:14.231,206.549
2023,13,5,5,classified,Finished,10,6,72,13,54,1:14.934,204.612
2023,13,6,6,classified,Finished,8,13,72,3,58,1:13.904,207.463
2023,13,7,7,classified,Finished,6,2,72,6,50,1:14.390,206.108
2023,13,8,8,classified,Finished,4,4,72,8,55,1:14.468,205.892
2023,13,9,9,classified,Finished,2,8,72,5,54,1:14.299,206.360
2023,13,10,10,classified,Finished,1,16,72,10,51,1:14.570,205.610
2023,13,11,11,classified,Finished,0,11,72,15,37,1:15.171,203.966
2023,13,12,12,classified,Finished,0,14,72,9,53,1:14.472,205.881
2023,13,13,13,classified,Finished,0,19,72,12,49,1:14.820,204.923
2023,13,14,14,classified,Finished,0,18,72,11,49,1:14.698,205.258
2023,13,15,15,classified,Finished,0,17,72,18,35,1:16.253,201.072
2023,13,16,16,classified,Finished,0,0,72,17,37,1:15.489,203.107
2023,13,17,17,classified,Finished,0,3,72,14,54,1:15.124,204.094
2023,13,18,R,retired,Accident,0,15,62,16,39,1:15.417,203.301
2023,13,19,R,retired,Undertray,0,9,41,19,33,1:17.277,198.408
2023,13,20,R,retired,Accident,0,10,14,20,13,1:17.399,198.095
2023,14,1,1,classified,Finished,25,2,51,2,33,1:25.240,244.659
2023,14,2,2,classified,Finished,18,5,51,4,39,1:25.522,243.853
2023,14,3,3,classified,Finished,15,1,51,3,30,1:25.501,243.912
2023,14,4,4,classified,Finished,12,3,51,5,38,1:25.580,243.687
2023,14,5,5,classified,Finished,10,4,51,9,38,1:25.847,242.929
2023,14,6,6,classified,Finished,8,8,51,6,29,1:25.582,243.682
2023,14,7,7,classified,Finished,6,6,51,16,33,1:26.389,241.405
2023,14,8,8,classified,Finished,4,9,51,14,24,1:26.144,242.092
2023,14,9,9,classified,Finished,2,10,51,13,43,1:26.105,242.201
2023,14,10,10,classified,Finished,1,14,51,12,27,1:25.988,242.531
2023,14,11,11,classified,Finished,0,12,51,8,44,1:25.842,242.944
2023,14,12,12,classified,Finished,0,7,51,1,43,1:25.072,245.142
2023,14,13,13,classified,Finished,0,15,51,18,16,1:26.840,240.152
2023,14,14,14,classified,Finished,0,16,51,11,35,1:25.983,242.545
2023,14,15,15,classified,Finished,0,17,51,7,44,1:25.758,243.181
2023,14,16,16,classified,Finished,0,20,51,17,31,1:26.617,240.770
2023,14,17,17,classified,Lapped,0,13,50,10,50,1:25.894,242.796
2023,14,18,18,classified,Lapped,0,19,50,15,42,1:26.278,241.716
2023,14,19,R,retired,Retired,0,18,39,19,33,1:26.963,239.812
2023,14,20,W,withdrawn,Did not start,0,11,0,,,,
2023,15,1,1,classified,Finished,25,1,62,7,47,1:37.666,182.089
2023,15,2,2,classified,Finished,18,4,62,8,46,1:38.046,181.384
2023,15,3,3,classified,Finished,16,5,62,1,47,1:35.867,185.507
2023,15,4,4,classified,Finished,12,3,62,11,46,1:38.275,180.961
2023,15,5,5,classified,Finished,10,11,62,4,61,1:36.575,184.147
2023,15,6,6,classified,Finished,8,12,62,12,46,1:38.277,180.957
2023,15,7,7,classified,Finished,6,17,62,13,46,1:38.492,180.562
2023,15,8,8,classified,Finished,4,13,62,5,61,1:37.108,183.136
2023,15,9,9,classified,Finished,2,10,62,15,47,1:39.028,179.585
2023,15,10,10,classified,Finished,1,6,62,10,48,1:38.107,181.271
2023,15,11,11,classified,Finished,0,14,62,6,46,1:37.342,182.696
2023,15,12,12,classified,Finished,0,19,62,16,46,1:39.316,179.064
2023,15,13,13,classified,Finished,0,9,62,17,50,1:39.923,177.977
2023,15,14,14,classified,Finished,0,18,62,14,45,1:38.531,180.491
2023,15,15,15,classified,Finished,0,7,62,3,47,1:36.456,184.374
2023,15,16,16,classified,Retired,0,2,61,2,46,1:36.273,184.724
2023,15,17,R,retired,Retired,0,16,51,9,51,1:38.075,181.330
2023,15,18,R,retired,Retired,0,8,42,18,33,1:39.930,177.964
2023,15,19,R,retired,Retired,0,15,0,,,,
2023,15,20,W,withdrawn,Withdrew,0,0,0,,,,
2023,16,1,1,classified,Finished,26,1,53,1,39,1:34.183,221.963
2023,16,2,2,classified,Finished,18,3,53,2,40,1:35.247,219.484
2023,16,3,3,classified,Finished,15,2,53,5,38,1:36.328,217.021
2023,16,4,4,classified,Finished,12,4,53,6,40,1:36.362,216.944
2023,16,5,5,classified,Finished,10,7,53,3,36,1:35.611,218.648
2023,16,6,6,classified,Finished,8,6,53,4,40,1:36.187,217.339
2023,16,7,7,classified,Finished,6,8,53,11,27,1:37.653,214.076
2023,16,8,8,classified,Finished,4,10,53,8,28,1:37.203,215.067
2023,16,9,9,classified,Finished,2,14,53,10,34,1:37.398,214.636
2023,16,10,10,classified,Finished,1,12,53,7,36,1:36.371,216.924
2023,16,11,11,classified,Lapped,0,11,52,15,50,1:38.267,212.738
2023,16,12,12,classified,Lapped,0,9,52,12,36,1:37.768,213.824
2023,16,13,13,classified,Lapped,0,19,52,13,45,1:37.791,213.774
2023,16,14,14,classified,Lapped,0,18,52,9,44,1:37.250,214.963
2023,16,15,15,classified,Lapped,0,15,52,14,41,1:37.842,213.662
2023,16,16,R,retired,Retired,0,13,26,18,15,1:39.185,210.769
2023,16,17,R,retired,Retired,0,20,22,16,7,1:38.848,211.488
2023,16,18,R,retired,Retired,0,17,20,17,16,1:39.050,211.057
2023,16,19,R,retired,Retired,0,5,15,19,8,1:39.704,209.672
2023,16,20,R,retired,Retired,0,16,7,20,5,2:02.755,170.300
2023,17,1,1,classified,Finished,26,1,57,1,56,1:24.319,231.364
2023,17,2,2,classified,Finished,18,6,57,3,48,1:24.921,229.724
2023,17,3,3,classified,Finished,15,10,57,2,47,1:24.842,229.938
