season,round,position,position_text,classification,status,points,grid,laps,fastest_lap_rank,fastest_lap_number,fastest_lap_time,fastest_lap_speed
2008,7,12,12,classified,Finished,0,10,70,8,51,1:18.201,200.759
2008,7,13,13,classified,+1 Lap,0,18,69,13,34,1:18.620,199.689
2008,7,14,R,retired,Spun off,0,17,51,16,41,1:19.066,198.563
2008,7,15,R,retired,Accident,0,12,46,14,30,1:18.784,199.273
2008,7,16,R,retired,Spun off,0,4,44,9,16,1:18.225,200.697
2008,7,17,R,retired,Brakes,0,15,43,18,16,1:19.239,198.129
2008,7,18,R,retired,Collision,0,3,19,1,14,1:17.387,202.871
2008,7,19,R,retired,Collision,0,1,19,3,4,1:17.506,202.559
2008,7,20,R,retired,Gearbox,0,16,13,20,7,1:20.666,194.624
2008,8,1,1,classified,Finished,10,2,70,2,20,1:16.729,206.956
2008,8,2,2,classified,Finished,8,1,70,1,16,1:16.630,207.224
2008,8,3,3,classified,Finished,6,4,70,7,12,1:17.567,204.721
2008,8,4,4,classified,Finished,5,10,70,3,46,1:17.134,205.870
2008,8,5,5,classified,Finished,4,5,70,4,16,1:17.172,205.768
2008,8,6,6,classified,Finished,3,6,70,6,22,1:17.507,204.879
2008,8,7,7,classified,Finished,2,9,70,10,24,1:17.758,204.218
2008,8,8,8,classified,Finished,1,3,70,8,39,1:17.641,204.525
2008,8,9,9,classified,Finished,0,7,70,12,23,1:17.818,204.060
2008,8,10,10,classified,Finished,0,13,70,5,40,1:17.453,205.022
2008,8,11,11,classified,Finished,0,8,70,13,45,1:17.836,204.013
2008,8,12,12,classified,Finished,0,12,70,11,36,1:17.760,204.212
2008,8,13,13,classified,Finished,0,11,70,9,46,1:17.716,204.328
2008,8,14,14,classified,+1 Lap,0,20,69,14,54,1:17.969,203.665
2008,8,15,15,classified,+1 Lap,0,15,69,15,60,1:18.054,203.443
2008,8,16,16,classified,+1 Lap,0,19,69,17,38,1:18.311,202.776
2008,8,17,17,classified,+1 Lap,0,14,69,16,28,1:18.216,203.022
2008,8,18,18,classified,+1 Lap,0,17,69,19,53,1:18.557,202.141
2008,8,19,19,classified,+1 Lap,0,18,69,18,41,1:18.462,202.385
2008,8,20,R,retired,Collision,0,16,16,20,15,1:20.876,196.345
2008,9,1,1,classified,Finished,10,4,60,3,16,1:32.817,199.398
2008,9,2,2,classified,Finished,8,5,60,2,21,1:32.719,199.609
2008,9,3,3,classified,Finished,6,16,60,11,21,1:33.386,198.183
2008,9,4,4,classified,+1 Lap,5,3,59,1,18,1:32.150,200.842
2008,9,5,5,classified,+1 Lap,4,1,59,5,17,1:33.130,198.728
2008,9,6,6,classified,+1 Lap,3,6,59,6,17,1:33.133,198.722
2008,9,7,7,classified,+1 Lap,2,14,59,13,22,1:33.808,197.292
2008,9,8,8,classified,+1 Lap,1,15,59,14,21,1:34.277,196.310
2008,9,9,9,classified,+1 Lap,0,20,59,16,21,1:34.797,195.234
2008,9,10,10,classified,+1 Lap,0,2,59,4,17,1:32.952,199.109
2008,9,11,11,classified,+1 Lap,0,13,59,9,21,1:33.367,198.224
2008,9,12,12,classified,+1 Lap,0,12,59,15,19,1:34.610,195.619
2008,9,13,13,classified,+2 Laps,0,9,58,8,19,1:33.257,198.458
2008,9,14,R,retired,Spun off,0,10,39,12,22,1:33.539,197.859
2008,9,15,R,retired,Spun off,0,17,38,10,21,1:33.376,198.205
2008,9,16,R,retired,Spun off,0,7,35,7,21,1:33.203,198.573
2008,9,17,R,retired,Spun off,0,19,16,17,21,1:34.930,194.960
2008,9,18,R,retired,Spun off,0,18,10,18,5,1:38.160,188.545
2008,9,19,R,retired,Collision,0,8,0,,,,
2008,9,20,R,retired,Collision,0,11,0,,,,
2008,10,1,1,classified,Finished,10,1,67,2,17,1:16.039,216.552
2008,10,2,2,classified,Finished,8,17,67,9,66,1:16.910,214.099
2008,10,3,3,classified,Finished,6,2,67,5,19,1:16.502,215.241
2008,10,4,4,classified,Finished,5,12,67,1,52,1:15.987,216.700
2008,10,5,5,classified,Finished,4,3,67,4,63,1:16.495,215.261
2008,10,6,6,classified,Finished,3,6,67,3,66,1:16.342,215.692
2008,10,7,7,classified,Finished,2,7,67,6,17,1:16.610,214.937
2008,10,8,8,classified,Finished,1,9,67,8,20,1:16.772,214.484
2008,10,9,9,classified,Finished,0,4,67,12,17,1:17.023,213.785
2008,10,10,10,classified,Finished,0,13,67,15,34,1:17.380,212.799
2008,10,11,11,classified,Finished,0,5,67,13,17,1:17.115,213.530
2008,10,12,12,classified,Finished,0,15,67,10,63,1:16.969,213.935
2008,10,13,13,classified,Finished,0,10,67,11,18,1:16.994,213.866
2008,10,14,14,classified,Finished,0,16,67,17,23,1:17.691,211.947
2008,10,15,15,classified,Finished,0,19,67,18,66,1:17.889,211.408
2008,10,16,16,classified,Finished,0,20,67,20,67,1:18.208,210.546
2008,10,17,17,classified,+1 Lap,0,14,66,16,56,1:17.636,212.097
2008,10,18,R,retired,Collision,0,18,50,19,30,1:17.986,211.145
2008,10,19,R,retired,Engine,0,8,40,14,20,1:17.206,213.278
2008,10,20,R,retired,Suspension,0,11,35,7,24,1:16.712,214.652
2008,11,1,1,classified,Finished,10,2,70,7,19,1:21.753,192.917
2008,11,2,2,classified,Finished,8,5,70,6,42,1:21.671,193.111
2008,11,3,3,classified,Finished,6,6,70,1,61,1:21.195,194.243
2008,11,4,4,classified,Finished,5,7,70,8,47,1:21.793,192.823
2008,11,5,5,classified,Finished,4,1,70,3,15,1:21.493,193.533
2008,11,6,6,classified,Finished,3,10,70,4,64,1:21.537,193.428
2008,11,7,7,classified,Finished,2,9,70,5,65,1:21.638,193.189
2008,11,8,8,classified,Finished,1,4,70,9,70,1:21.941,192.475
2008,11,9,9,classified,Finished,0,8,70,10,67,1:22.125,192.043
2008,11,10,10,classified,Finished,0,15,70,11,67,1:22.183,191.908
2008,11,11,11,classified,Finished,0,13,70,16,67,1:22.732,190.634
2008,11,12,12,classified,+1 Lap,0,12,69,13,63,1:22.397,191.409
2008,11,13,13,classified,+1 Lap,0,16,69,18,67,1:23.307,189.319
2008,11,14,14,classified,+1 Lap,0,14,69,12,57,1:22.397,191.409
2008,11,15,15,classified,+1 Lap,0,18,69,15,68,1:22.641,190.844
2008,11,16,16,classified,+2 Laps,0,17,68,14,65,1:22.436,191.319
2008,11,17,17,classified,Engine,0,3,67,2,16,1:21.355,193.861
2008,11,18,18,classified,+3 Laps,0,19,67,17,29,1:23.220,189.516
2008,11,19,R,retired,Brakes,0,20,62,19,29,1:23.650,188.542
2008,11,20,R,retired,Overheating,0,11,22,20,17,1:24.222,187.262
2008,12,1,1,classified,Finished,10,1,57,1,36,1:38.708,197.637
2008,12,2,2,classified,Finished,8,2,57,2,16,1:38.884,197.285
2008,12,3,3,classified,Finished,6,3,57,4,38,1:39.330,196.399
2008,12,4,4,classified,Finished,5,5,57,3,19,1:39.112,196.831
2008,12,5,5,classified,Finished,4,7,57,12,37,1:39.657,195.755
2008,12,6,6,classified,Finished,3,6,57,6,36,1:39.485,196.093
2008,12,7,7,classified,Finished,2,13,57,8,54,1:39.535,195.995
2008,12,8,8,classified,Finished,1,9,57,10,35,1:39.577,195.912
2008,12,9,9,classified,Finished,0,8,57,7,57,1:39.526,196.013
2008,12,10,10,classified,Finished,0,10,57,11,35,1:39.639,195.790
2008,12,11,11,classified,Finished,0,15,57,9,29,1:39.544,195.977
2008,12,12,12,classified,+1 Lap,0,14,56,14,27,1:40.264,194.570
2008,12,13,13,classified,+1 Lap,0,16,56,18,21,1:40.763,193.606
2008,12,14,14,classified,+1 Lap,0,18,56,15,54,1:40.353,194.397
2008,12,15,15,classified,+1 Lap,0,11,56,13,56,1:39.803,195.469
2008,12,16,16,classified,+1 Lap,0,19,56,16,56,1:40.593,193.933
2008,12,17,17,classified,+1 Lap,0,17,56,19,13,1:40.978,193.194
2008,12,18,R,retired,Engine,0,4,45,5,34,1:39.424,196.214
2008,12,19,R,retired,Accident,0,20,41,17,28,1:40.661,193.802
2008,12,20,R,retired,Collision,0,12,0,,,,
2008,13,1,1,classified,Finished,10,2,44,3,26,1:48.222,232.987
2008,13,2,2,classified,Finished,8,5,44,7,36,1:49.067,231.182
2008,13,3,3,classified,Finished,6,1,44,2,20,1:48.135,233.175
2008,13,4,4,classified,Finished,5,6,44,9,25,1:49.238,230.820
2008,13,5,5,classified,Finished,4,10,44,8,16,1:49.086,231.142
2008,13,6,6,classified,Finished,3,8,44,5,36,1:48.965,231.399
2008,13,7,7,classified,Finished,2,9,44,6,31,1:49.002,231.320
2008,13,8,8,classified,Finished,1,7,44,10,34,1:49.515,230.236
2008,13,9,9,classified,Finished,0,13,44,12,37,1:50.255,228.691
2008,13,10,10,classified,Gearbox,0,3,43,4,35,1:48.223,232.985
2008,13,11,11,classified,+1 Lap,0,14,43,11,19,1:50.177,228.853
2008,13,12,12,classified,+1 Lap,0,15,43,15,32,1:50.656,227.862
2008,13,13,13,classified,+1 Lap,0,18,43,13,27,1:50.487,228.211
2008,13,14,14,classified,+1 Lap,0,19,43,17,35,1:50.970,227.218
2008,13,15,15,classified,+1 Lap,0,17,43,16,19,1:50.671,227.832
2008,13,16,16,classified,+1 Lap,0,11,43,14,32,1:50.543,228.095
2008,13,17,17,classified,+1 Lap,0,20,43,19,17,1:51.701,225.731
2008,13,18,18,classified,Spun off,0,4,42,1,24,1:47.930,233.618
2008,13,19,R,retired,Gearbox,0,16,19,20,10,1:52.072,224.983
2008,13,20,R,retired,Spun off,0,12,13,18,12,1:51.118,226.915
2008,14,1,1,classified,Finished,10,1,53,14,53,1:30.510,230.414
2008,14,2,2,classified,Finished,8,2,53,13,53,1:30.300,230.950
2008,14,3,3,classified,Finished,6,11,53,12,52,1:30.298,230.955
2008,14,4,4,classified,Finished,5,8,53,9,51,1:29.961,231.820
2008,14,5,5,classified,Finished,4,10,53,6,53,1:29.807,232.217
